datetime,tempmax,tempmin,temp,dew,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,conditions,stations
2022-04-14,-1.8,-6.3,-4.2,-9.5,68,0,,,36,325.7,,13.3,Clear,15615099999
2022-04-15,2.7,-3.4,0,-7.6,59.1,0,,,28.8,254.8,,60,Partially cloudy,15615099999
2022-04-16,-0.1,-2.6,-1.5,-4.2,82.1,0,,,28.8,180,,87.1,Partially cloudy,15615099999
2022-04-17,-3.6,-7.4,-5,-5,100,11.4,snow,,43.2,55.5,,,Snow,15615099999
2022-04-18,-4.4,-10.8,-7.8,-8.3,96.7,0.3,snow,,43.2,53.3,,,Snow,15615099999
2022-04-19,-10.8,-13.6,-12.2,-12.5,97.6,4,snow,,36,271.1,,,Snow,15615099999
2022-04-20,-7.3,-12.9,-10,-10.8,94.3,12,snow,100.8,72,277.3,,60,"Snow, Partially cloudy",15615099999
2022-04-21,-1.9,-12.8,-7.6,-10.8,79,1.4,"rain,snow",,43.2,310.7,,78,"Snow, Rain, Partially cloudy",15615099999
2022-04-22,-0.4,-2.6,-1.8,-3.4,88.6,0.1,"rain,snow",144,86.4,207.6,,72.9,"Snow, Rain, Partially cloudy",15615099999
2022-04-23,0.2,-4.6,-2.4,-4.1,87.9,0,,72,50.4,225.7,,70,Partially cloudy,15615099999
2022-04-24,2.9,-2.9,-0.1,-4.6,74.1,0,,,28.8,228.2,,52,Partially cloudy,15615099999
2022-04-25,1.7,-1.1,-0.1,-4.8,70.8,0,,,43.2,253.6,,33.8,Partially cloudy,15615099999
2022-04-26,2.7,-3.1,-0.6,-4.9,72.9,0.2,"rain,snow",,36,200.4,,43.3,"Snow, Rain, Partially cloudy",15615099999
2022-04-27,2.9,-2.6,-0.1,-4.3,73.9,0,,,36,265.6,,26.7,Partially cloudy,15615099999
2022-04-28,2.1,-1.3,-0.1,-1,93.5,0,,,36,220.5,,35,Partially cloudy,15615099999
2022-04-29,1.7,-2.1,-0.6,-1.4,94.4,0.4,"rain,snow",,21.6,252.6,,40,"Snow, Rain, Partially cloudy",15615099999
2022-04-30,-2.3,-4.1,-2.9,-2.9,99.7,0.6,snow,,21.6,40.8,,,Snow,15615099999
2022-05-01,-1.3,-5.8,-3.5,-4.5,93.3,0,,,21.6,325,,50,Partially cloudy,15615099999
2022-05-02,-4.3,-5.6,-4.8,-4.9,99.7,0.2,snow,,21.6,102.9,,80,"Snow, Partially cloudy",15615099999
2022-05-03,-3.6,-7.1,-5.1,-5.1,99.7,4.2,snow,,28.8,32,,,Snow,15615099999
2022-05-04,-3.1,-7.8,-5.4,-5.6,98.5,0.3,snow,,36,23.2,,30,"Snow, Partially cloudy",15615099999
2022-05-05,-0.8,-5.3,-2.9,-3,99.1,1,snow,,28.8,357.9,,52,"Snow, Partially cloudy",15615099999
2022-05-06,1.1,-3.8,-1.9,-3.6,88.1,0,,,21.6,13.2,,80,Partially cloudy,15615099999
2022-05-07,-0.3,-2.6,-1.5,-6.7,70.6,0,,,21.6,86.8,,70,Partially cloudy,15615099999
2022-05-08,2.4,-1.9,-0.1,-10.8,46.3,0,,,21.6,166.8,,48.8,Partially cloudy,15615099999
2022-05-09,0.4,-3.1,-1.1,-8.2,59.5,0,,,21.6,64.8,,53.8,Partially cloudy,15615099999
2022-05-10,-0.3,-3.3,-1.8,-3.7,87.1,0,,,36,46,,52.5,Partially cloudy,15615099999
2022-05-11,-0.1,-3.1,-1.7,-2.6,93.5,0,,,21.6,357.9,,70,Partially cloudy,15615099999
2022-05-12,4.4,-2.8,0.6,-2.9,78.4,0,,,21.6,330.4,,42.9,Partially cloudy,15615099999
2022-05-13,5.2,1.2,3,-0.5,78.6,0,,,21.6,0.1,,33.8,Partially cloudy,15615099999
2022-05-14,2.7,1.1,2,1.7,98.5,6,rain,,43.2,46.6,,,Rain,15615099999
2022-05-15,3.6,-0.8,1.7,-1.5,80.6,0,,,21.6,343.3,,50,Partially cloudy,15615099999
2022-05-16,4.2,0.2,1.8,-5,61.5,0,,,21.6,322.2,,38,Partially cloudy,15615099999
2022-05-17,6.4,0.4,3.1,-2.2,70,0,,,21.6,333.3,,52,Partially cloudy,15615099999
2022-05-18,2.7,-3.3,-0.2,-0.9,95.6,28.6,"rain,snow",,50.4,345.7,,95,"Snow, Rain, Overcast",15615099999
2022-05-19,-2.8,-9.8,-5.4,-11,66.3,0,,86.4,64.8,31.3,,36,Partially cloudy,15615099999
2022-05-20,4.2,-4.9,0.8,-12.4,39.4,0,,,36,30.3,,22,Partially cloudy,15615099999
2022-05-21,6.6,3.2,4.7,-6.7,46.7,0,,,21.6,340.8,,32,Partially cloudy,15615099999
2022-05-22,3.2,0.7,1.8,-0.1,88.5,0.4,"rain,snow",,43.2,5.7,,80,"Snow, Rain, Partially cloudy",15615099999
2022-05-23,2.2,-1.1,0.4,0,97.3,0,,64.8,43.2,352.7,,,Clear,15615099999
2022-05-24,5.4,2.2,4.1,3.7,97.3,4,rain,,36,330.3,,90,"Rain, Partially cloudy",15615099999
2022-05-25,9.4,4.4,6.8,-1.6,56.1,0,,64.8,43.2,296,,36.7,Partially cloudy,15615099999
2022-05-26,8.9,5.2,6.9,1.9,72.2,0,,,36,294.4,,58,Partially cloudy,15615099999
2022-05-27,7.2,3.6,5.4,3.5,88.3,0.1,rain,,36,305.7,,73.3,"Rain, Partially cloudy",15615099999
2022-05-28,5.9,3.2,4.6,3.6,92.9,4,rain,,36,287.3,,80,"Rain, Partially cloudy",15615099999
2022-05-29,4.7,2.2,3,2.1,93.9,7.2,rain,122.4,86.4,156.5,,84,"Rain, Partially cloudy",15615099999
2022-05-30,6.7,0.1,2.9,1.6,91.3,1,"rain,snow",,43.2,280,,34,"Snow, Rain, Partially cloudy",15615099999
2022-05-31,6.4,2.6,4,3,93.6,3,rain,,21.6,298.4,,48.3,"Rain, Partially cloudy",15615099999
2022-06-01,6.7,2.2,4.2,2.3,87.9,0,,,21.6,344.5,,50,Partially cloudy,15615099999
2022-06-02,7.4,3.9,5.6,1.1,73.9,0,,,21.6,44.3,,48,Partially cloudy,15615099999
2022-06-03,6.9,3.2,5,3.6,91,0,,,50.4,45.8,,63.3,Partially cloudy,15615099999
2022-06-04,10.2,5.4,7.1,2.3,72.6,0.3,rain,,21.6,12.8,,51.3,"Rain, Partially cloudy",15615099999
2022-06-05,8.6,4.9,6.8,5.3,90.8,0,,,21.6,351.7,,72.5,Partially cloudy,15615099999
2022-06-06,6.1,2.9,4.8,3.5,91.8,10.1,rain,,36,329.4,,65,"Rain, Partially cloudy",15615099999
2022-06-07,6.9,1.4,3.5,1.3,86.1,0,,,36,2.9,,64.3,Partially cloudy,15615099999
2022-06-08,7.1,2.2,3.6,2.7,94.5,7,rain,,36,314.1,,55,"Rain, Partially cloudy",15615099999
2022-06-09,5.9,0.9,3.3,2.5,95,15.7,rain,,28.8,276.2,,87.5,"Rain, Partially cloudy",15615099999
2022-06-10,4.7,1.2,2.3,2.2,99.4,7,"rain,snow",,21.6,128.4,,,"Snow, Rain, Fog",15615099999
2022-06-11,2.7,0.9,2,2,100,10.8,"rain,snow",,36,56.4,,,"Snow, Rain",15615099999
2022-06-12,2.7,2.4,2.6,2.6,100,40.3,rain,,36,38.6,,,Rain,15615099999
2022-06-13,4.2,1.9,2.8,2.6,98.4,5.3,rain,,36,67,,50,"Rain, Partially cloudy",15615099999
2022-06-14,4.2,2.6,3,2.6,97,10,rain,,21.6,31.5,,30,"Rain, Partially cloudy",15615099999
2022-06-15,5.7,1.4,3.6,2.1,89.6,0,,,21.6,285.3,,28.3,Partially cloudy,15615099999
2022-06-16,6.1,1.2,3.8,2.7,92.8,0,,,28.8,271.5,,50,Partially cloudy,15615099999
2022-06-17,7.4,2.2,4.2,2.5,89.3,0.2,rain,,28.8,321.1,,57.5,"Rain, Partially cloudy",15615099999
2022-06-18,2.4,0.1,1.5,1.2,98.1,11,"rain,snow",,36,48.1,,,"Snow, Rain, Fog",15615099999
2022-06-19,4.1,-1.3,1.2,-0.4,90.2,0,,,36,61.7,,62,Partially cloudy,15615099999
2022-06-20,6.9,-0.6,2.9,1.3,87.9,0,,,21.6,323.8,,47.1,Partially cloudy,15615099999
2022-06-21,7.7,3.7,6.1,3.9,86.1,0,,,36,1.5,,10,Clear,15615099999
2022-06-22,7.7,5.6,6.3,6.1,98.5,4,rain,64.8,50.4,308.9,,40,"Rain, Partially cloudy",15615099999
2022-06-23,7.1,4.2,5.7,5.1,95.8,2,rain,122.4,57.6,304.2,,40,"Rain, Partially cloudy",15615099999
2022-06-24,7.9,1.7,4.1,2.7,91,0,,,28.8,318.1,,64.3,Partially cloudy,15615099999
2022-06-25,8.7,4.2,6.4,3.5,84.1,0.9,rain,,36,320,,75,"Rain, Partially cloudy",15615099999
2022-06-26,6.1,3.4,4.7,4.3,97.2,13,rain,,36,325.5,,,Rain,15615099999
2022-06-27,5.4,3.2,4.4,4.1,98.2,0,,,21.6,17,,80,Partially cloudy,15615099999
2022-06-28,8.7,2.9,5.6,4.1,90.8,0,,,28.8,28.6,,73.3,Partially cloudy,15615099999
2022-06-29,10.2,3.7,7,3.1,78.3,20,rain,,36,42.5,,41.4,"Rain, Partially cloudy",15615099999
2022-06-30,11.4,5.9,8.6,4.2,74.4,0,,,21.6,326,,57.5,Partially cloudy,15615099999
2022-07-01,11.2,6.2,8.8,4.3,74.1,0,,,21.6,12.7,,35.7,Partially cloudy,15615099999
2022-07-02,10.4,6.9,7.9,6.5,91.3,0.2,rain,,28.8,25.9,,80,"Rain, Partially cloudy",15615099999
2022-07-03,9.1,6.1,7.4,6.9,96.8,0.4,rain,,28.8,25.3,,60,"Rain, Partially cloudy",15615099999
2022-07-04,10.1,6.1,8,5.9,86.9,0,,,21.6,40.6,,34.3,Partially cloudy,15615099999
2022-07-05,11.1,6.7,9.3,5.5,78.4,3,rain,,14.4,352.8,,45,"Rain, Partially cloudy",15615099999
2022-07-06,8.4,5.2,6.9,5.6,92,23,rain,,21.6,309.1,,60,"Rain, Partially cloudy",15615099999
2022-07-07,6.9,2.6,4.3,4.1,98.1,0,,,36,344,,,Clear,15615099999
2022-07-08,5.2,2.7,3.8,3.3,96.2,11,rain,,36,82.1,,30,"Rain, Partially cloudy",15615099999
2022-07-09,3.2,1.1,2.1,2.1,100,22,"rain,snow",,36,43.1,,,"Snow, Rain",15615099999
2022-07-10,4.7,0.2,1.8,1.7,99.7,4,"rain,snow",,28.8,20.6,,,"Snow, Rain",15615099999
2022-07-11,3.6,-1.3,0.5,0.2,98,0,,,36,310.3,,30,Partially cloudy,15615099999
2022-07-12,3.9,-2.3,0.7,-1.6,84.9,0,,,36,307.1,,25,Partially cloudy,15615099999
2022-07-13,1.9,-2.3,-0.4,-1,96.2,0,,,21.6,355.1,,60,Partially cloudy,15615099999
2022-07-14,8.2,-0.3,3.9,0.5,80,0,,,36,25.4,,25,Partially cloudy,15615099999
2022-07-15,8.7,4.7,6.8,1.3,69.2,0,,,14.4,36.5,,45,Partially cloudy,15615099999
2022-07-16,11.6,5.4,8.5,4.4,76.3,0.3,rain,,21.6,18,,48,"Rain, Partially cloudy",15615099999
2022-07-17,9.4,4.2,7.3,4.3,81.7,0.3,rain,,36,343.7,,55,"Rain, Partially cloudy",15615099999
2022-07-18,8.6,2.7,5.8,-2.2,60.5,0,,,36,327.9,,24,Partially cloudy,15615099999
2022-07-19,6.9,1.9,4.2,2.1,86.4,0,,,21.6,10.7,,38.6,Partially cloudy,15615099999
2022-07-20,8.7,1.4,4.8,1.8,81.7,0,,,50.4,48.2,,28,Partially cloudy,15615099999
2022-07-21,10.9,3.9,7.1,4,81.3,0,,,21.6,41.6,,52.9,Partially cloudy,15615099999
2022-07-22,12.1,6.4,9.4,3.4,67.8,0,,,28.8,21.7,,32.5,Partially cloudy,15615099999
2022-07-23,14.9,8.7,11.5,0.4,46.6,0,,,14.4,41.1,,45,Partially cloudy,15615099999
2022-07-24,14.7,9.7,11.8,3.9,58.9,0,,,14.4,17.6,,76,Partially cloudy,15615099999
2022-07-25,9.7,5.7,7.7,5,85,3,rain,,14.4,9.3,,90,"Rain, Partially cloudy",15615099999
2022-07-26,12.7,5.4,9.1,4.8,75.5,0,,,28.8,300,,45,Partially cloudy,15615099999
2022-07-27,11.9,7.7,9.8,6,77.1,0,,,28.8,12,,58.6,Partially cloudy,15615099999
2022-07-28,11.7,7.1,8.5,6.5,87.7,7.3,rain,,28.8,120.1,,82.9,"Rain, Partially cloudy",15615099999
2022-07-29,10.9,6.7,8.5,6.4,87.1,0.3,rain,,21.6,228.4,,50,"Rain, Partially cloudy",15615099999
2022-07-30,10.4,7.1,8.6,7.2,91,5,rain,,21.6,188.6,,58.3,"Rain, Partially cloudy",15615099999
2022-07-31,8.2,4.7,6.4,5.3,93.3,11.2,rain,,43.2,310.8,,37.5,"Rain, Partially cloudy",15615099999
2022-08-01,6.7,-0.3,3.4,2.1,91.4,0,,,28.8,315.4,,36.7,Partially cloudy,15615099999
2022-08-02,7.9,1.4,4.8,3.4,91.3,0,,,36,329.6,,47.5,Partially cloudy,15615099999
2022-08-03,6.2,4.2,5.2,3.2,86.9,0,,,21.6,26.5,,70,Partially cloudy,15615099999
2022-08-04,6.9,3.7,5.2,3.8,90.6,0,,,28.8,28.4,,57.1,Partially cloudy,15615099999
2022-08-05,8.6,4.4,6.3,4.4,87.8,0,,,14.4,40.3,,40,Partially cloudy,15615099999
2022-08-06,7.9,5.2,6.5,5.8,95.5,0.1,rain,,21.6,51.2,,76.7,"Rain, Partially cloudy",15615099999
2022-08-07,6.7,5.2,6.3,6.2,99.2,4,rain,,36,46,,,"Rain, Fog",15615099999
2022-08-08,7.6,3.4,5.4,3.6,88.2,0.3,rain,,43.2,37.9,,52.9,"Rain, Partially cloudy",15615099999
2022-08-09,8.1,4.1,5.8,3.2,84.1,0,,,28.8,42.7,,58.3,Partially cloudy,15615099999
2022-08-10,5.6,3.9,4.7,3.8,93.8,0.1,rain,,36,67.9,,62.5,"Rain, Partially cloudy",15615099999
2022-08-11,6.2,3.7,4.9,4.5,97.3,6.4,rain,,14.4,17.9,,30,"Rain, Partially cloudy",15615099999
2022-08-12,5.6,4.1,4.7,4.5,98.1,8,rain,,21.6,157.2,,80,"Rain, Partially cloudy",15615099999
2022-08-13,5.7,3.4,4.3,3.8,96.9,20,rain,,21.6,98.1,,80,"Rain, Partially cloudy",15615099999
2022-08-14,5.9,2.7,4,2.9,92.9,9,rain,,50.4,158.3,,67.5,"Rain, Partially cloudy",15615099999
2022-08-15,8.2,2.9,5.2,4.1,93.1,0,,,28.8,345.8,,36.7,Partially cloudy,15615099999
2022-08-16,9.2,4.2,6.1,4.3,89.5,0.4,rain,,36,299,,52.5,"Rain, Partially cloudy",15615099999
2022-08-17,8.7,4.2,6.9,4.2,84.3,0,,,21.6,343.7,,40,Partially cloudy,15615099999
2022-08-18,11.9,5.2,8,4.6,80.6,0,,,28.8,353.9,,57.5,Partially cloudy,15615099999
2022-08-19,13.9,6.9,9.7,2.3,63.5,0,,,36,15.6,,24.3,Partially cloudy,15615099999
2022-08-20,13.4,7.4,10.4,3.2,65.2,15,rain,,21.6,3,,65.7,"Rain, Partially cloudy",15615099999
2022-08-21,7.7,5.4,6.4,5.3,93.5,30,rain,,28.8,234.8,,82,"Rain, Partially cloudy",15615099999
2022-08-22,6.7,4.4,5.4,5,97.2,28,rain,,28.8,174.1,,76.7,"Rain, Partially cloudy",15615099999
2022-08-23,7.7,4.2,5.6,4.4,92.3,1,rain,,21.6,144.4,,80,"Rain, Partially cloudy",15615099999
2022-08-24,7.9,5.1,6.3,5.3,93.3,4,rain,,28.8,65.9,,50,"Rain, Partially cloudy",15615099999
2022-08-25,7.1,4.4,5.6,5.3,98.2,3,rain,,36,50,,90,"Rain, Partially cloudy",15615099999
2022-08-26,6.1,3.2,4.8,3.2,89.9,0,,,43.2,50,,84,Partially cloudy,15615099999
2022-08-27,8.9,4.4,6.3,3.5,82.4,0,,,28.8,50,,68,Partially cloudy,15615099999
2022-08-28,10.7,5.6,7.3,3.6,77.7,4,rain,,14.4,23.9,,66,"Rain, Partially cloudy",15615099999
2022-08-29,10.2,6.2,7.1,5.1,87.3,0,,,28.8,67.1,,76,Partially cloudy,15615099999
2022-08-30,6.9,5.4,6.1,5.2,94.3,20.2,rain,,28.8,124,,90,"Rain, Partially cloudy",15615099999
2022-08-31,6.4,4.7,5.5,3.1,84.9,9.2,rain,,28.8,105.1,,90,"Rain, Partially cloudy",15615099999
2022-09-01,7.2,4.2,5.8,4.2,89.6,3.7,rain,,21.6,178.2,,56.7,"Rain, Partially cloudy",15615099999
2022-09-02,5.9,3.7,4.7,4.5,98.7,10.4,rain,72,50.4,172.6,,60,"Rain, Partially cloudy",15615099999
2022-09-03,7.9,3.6,5.4,4.6,94.9,0,,,21.6,234.4,,30,Partially cloudy,15615099999
2022-09-04,6.7,1.7,4.2,2.3,87.8,0.2,rain,,36,313.9,,36.7,"Rain, Partially cloudy",15615099999
2022-09-05,4.9,0.9,3.3,1.6,89.5,0,,,36,32.9,,50,Partially cloudy,15615099999
2022-09-06,3.4,0.9,2.3,0.2,86.1,0,,,7.2,44.1,,55,Partially cloudy,15615099999
2022-09-07,6.2,0.7,3.2,1.2,87.6,0,,,21.6,8.7,,42.5,Partially cloudy,15615099999
2022-09-08,8.2,2.9,5.5,1.8,78.2,0,,,28.8,345.5,,40,Partially cloudy,15615099999
2022-09-09,10.4,4.9,7.1,5.1,88.1,0,,,36,272.9,,54.3,Partially cloudy,15615099999
2022-09-10,8.9,6.4,7.2,6.1,93.2,0.1,rain,,36,255.1,,66.7,"Rain, Partially cloudy",15615099999
2022-09-11,6.6,2.4,4.5,2.9,89.8,2,rain,,36,284.5,,50,"Rain, Partially cloudy",15615099999
2022-09-12,2.2,-1.3,-0.1,-0.1,100,5,"rain,snow",,36,326.9,,,"Snow, Rain",15615099999
2022-09-13,0.4,-3.3,-1.7,-1.9,98.7,0,,,28.8,336.1,,50,Partially cloudy,15615099999
2022-09-14,7.9,-2.3,4.4,-7,48.5,0,,,36,349.3,,25,Partially cloudy,15615099999
2022-09-15,12.2,6.9,9.5,2.6,62.6,0,,72,50.4,300.6,,56.3,Partially cloudy,15615099999
2022-09-16,8.7,6.2,7.6,3.7,76.2,0.1,rain,,86.4,257.7,,68.8,"Rain, Partially cloudy",15615099999
2022-09-17,6.4,2.7,4.8,4.1,95,4.2,rain,,86.4,255.5,,60,"Rain, Partially cloudy",15615099999
2022-09-18,3.4,-5.1,-0.4,-0.7,91.6,2.8,"rain,snow",,64.8,280.3,,55,"Snow, Rain, Partially cloudy",15615099999
2022-09-19,2.2,-6.9,-1.7,-14.5,42.3,0,,,28.8,277.4,,18,Clear,15615099999
2022-09-20,-1.1,-5.9,-3.3,-5.4,86.8,0,,,28.8,286.1,,30,Partially cloudy,15615099999
2022-09-21,-4.8,-7.1,-5.9,-8.4,83.7,9,snow,,28.8,287.2,,90,"Snow, Partially cloudy",15615099999
2022-09-22,-3.6,-8.1,-6.3,-6.6,97.5,0,,,28.8,29.8,,40,Partially cloudy,15615099999
2022-09-23,-4.4,-8.3,-6.4,-6.7,98.2,0,,,21.6,295.4,,50,Partially cloudy,15615099999
2022-09-24,0.9,-8.3,-3.8,-16.6,45,0,,,36,306.1,,32.9,Partially cloudy,15615099999
2022-09-25,5.2,0.2,2.9,-19.2,17.9,0,,,50.4,241.3,,47.5,Partially cloudy,15615099999
2022-09-26,5.1,0.6,2.6,0.9,90,0.1,rain,72,64.8,251.4,,63.3,"Rain, Partially cloudy",15615099999
2022-09-27,4.2,1.9,3.3,3.1,98.7,1.1,rain,100.8,86.4,232.7,,,Rain,15615099999
2022-09-28,3.4,-1.1,0.8,0.4,97.2,0,,64.8,50.4,261.7,,70,Partially cloudy,15615099999
2022-09-29,3.9,0.6,2,0.2,88.7,0,,,50.4,211.5,,71.7,Partially cloudy,15615099999
2022-09-30,7.1,1.4,3.9,0,80.2,0,,,36,220.9,,44,Partially cloudy,15615099999
2022-10-01,7.2,3.9,5.3,1.2,77.4,4,rain,316.8,72,240.4,,78.3,"Rain, Partially cloudy",15615099999
2022-10-02,5.2,-3.3,-0.1,-0.1,99.6,13.9,"rain,snow",,50.4,302.4,,90,"Snow, Rain, Partially cloudy",15615099999
2022-10-03,-0.3,-4.8,-2.2,-2.5,97.8,0,,,36,305,,50,Partially cloudy,15615099999
2022-10-04,-2.1,-6.8,-5.2,-5.2,100,0,,,36,345.1,,,Clear,15615099999
2022-10-05,-2.8,-7.6,-4.8,-6.4,90.7,0,,,14.4,25,,36,Partially cloudy,15615099999
2022-10-06,2.2,-1.3,0.9,-5.1,70.8,0,,,50.4,56.2,,80,Partially cloudy,15615099999
2022-10-07,2.6,1.2,1.7,-4.8,63.1,0,,,50.4,55.1,,30,Partially cloudy,15615099999
2022-10-08,4.7,2.1,3.3,-6.1,53,0,,,21.6,25.6,,27.5,Partially cloudy,15615099999
2022-10-09,4.9,2.4,3.9,-9.2,38.6,0,,,28.8,17.7,,66.3,Partially cloudy,15615099999
2022-10-10,6.9,2.7,3.8,-4.8,55.1,0,,,21.6,229.9,,70,Partially cloudy,15615099999
2022-10-11,2.4,-0.1,1.2,-4.3,69,0.2,"rain,snow",,21.6,196.5,,90,"Snow, Rain, Partially cloudy",15615099999
2022-10-12,0.2,-0.8,-0.2,-0.8,95.9,0.4,"rain,snow",,21.6,230,,80,"Snow, Rain, Partially cloudy",15615099999
2022-10-13,0.6,-2.1,-0.9,-1.4,96.8,0,,,7.2,259.5,,95,Overcast,15615099999
2022-10-14,-0.6,-4.8,-3.1,-3.4,97.6,0,,,36,79.3,,100,Overcast,15615099999
2022-10-15,-1.6,-4.1,-3.1,-3.5,97.2,0.7,snow,,28.8,117,,10,Snow,15615099999
2022-10-16,1.6,-4.8,-0.9,-8.8,60.5,0,,,28.8,20,,10,Clear,15615099999
2022-10-17,2.9,0.1,1.6,-14.8,29.1,0,,,36,60.9,,,Clear,15615099999
2022-10-18,7.9,3.9,5.9,-14.7,22,0,,,36,71.5,,,Clear,15615099999
2022-10-19,7.7,-0.1,5.9,-9.1,34.7,0,,,28.8,24,,,Clear,15615099999
2022-10-20,0.7,-2.1,-0.6,-13.4,44.7,0,,,36,9.2,,16.7,Clear,15615099999
2022-10-21,2.2,-1.9,0.4,-15.2,30.8,0,,,28.8,12.1,,25,Partially cloudy,15615099999
2022-10-22,7.2,1.9,4.5,-5.2,54.6,0,,,36,334.9,,31.3,Partially cloudy,15615099999
2022-10-23,4.2,-0.3,1.8,-3.9,69,0,,64.8,50.4,311.3,,51.7,Partially cloudy,15615099999
2022-10-24,4.7,1.1,2.8,0.9,88.8,0,,,43.2,325.6,,30,Partially cloudy,15615099999
2022-10-25,5.4,2.4,3.9,-3.4,59.8,0,,,28.8,323.3,,35,Partially cloudy,15615099999
2022-10-26,3.2,-0.3,1.2,-0.6,88,0,,,36,306.6,,28.3,Partially cloudy,15615099999
2022-10-27,3.2,-1.3,0.3,-2.6,84.2,0,,,21.6,318.1,,57.1,Partially cloudy,15615099999
2022-10-28,1.2,-2.1,-0.3,-6.5,67.1,0,,,36,44.9,,25,Partially cloudy,15615099999
2022-10-29,3.2,-2.1,0.9,-12.8,39.4,0,,,36,43.5,,14,Clear,15615099999
2022-10-30,2.9,0.6,1.7,-4.2,69.1,0,,,50.4,15.3,,42,Partially cloudy,15615099999
2022-10-31,0.4,-0.4,0,-0.3,97.8,0,,86.4,64.8,47.9,,,Clear,15615099999
2022-11-01,2.7,-0.1,1.6,-1.4,81.3,0,,,36,37.2,,20,Clear,15615099999
2022-11-02,3.9,0.7,2.2,-2.7,70.3,0,,,43.2,299.2,,28.3,Partially cloudy,15615099999
2022-11-03,2.9,-0.6,0.5,-2.2,83.1,0,,,28.8,279.7,,63.8,Partially cloudy,15615099999
2022-11-04,2.7,-1.4,-0.1,-4.3,73.8,0,,,43.2,230.6,,56.7,Partially cloudy,15615099999
2022-11-05,1.1,-2.9,-0.8,-7.8,61.6,0,,122.4,64.8,158.4,,88.8,Partially cloudy,15615099999
2022-11-06,-2.8,-5.1,-3.5,-4.4,94,7,snow,144,64.8,80.3,,90,"Snow, Partially cloudy",15615099999
2022-11-07,-0.3,-3.8,-2.1,-3.9,88.1,0,,,21.6,141.1,,52.5,Partially cloudy,15615099999
2022-11-08,-0.1,-3.3,-2.3,-4.4,85.7,0,,,28.8,224.2,,72,Partially cloudy,15615099999
2022-11-09,0.6,-2.3,-0.6,-11.8,43.3,0,,,21.6,1,,10,Clear,15615099999
2022-11-10,4.9,0.2,1.7,-13.3,32.8,0,,,7.2,12.7,,27.5,Partially cloudy,15615099999
2022-11-11,-0.8,-6.4,-3.6,-7.6,79.3,2,snow,,28.8,8.1,,76.7,"Snow, Partially cloudy",15615099999
2022-11-12,-5.6,-8.8,-6.8,-8,91.8,15.8,snow,72,50.4,58.7,,,Snow,15615099999
2022-11-13,1.9,-6.3,-1.5,-8.2,63.7,0.2,snow,72,50.4,137.2,,26,"Snow, Partially cloudy",15615099999
2022-11-14,3.2,0.2,1.5,-8.3,48.5,0,,,7.2,134.6,,10,Clear,15615099999
2022-11-15,1.9,-3.3,-0.5,-6.4,66.1,0,,,21.6,228.5,,41.3,Partially cloudy,15615099999
2022-11-16,-2.6,-4.3,-3.4,-4.6,91.6,1,snow,,36,277.6,,60,"Snow, Partially cloudy",15615099999
2022-11-17,-1.3,-3.1,-2.2,-2.4,98.4,1.1,"rain,snow",72,50.4,239.8,,80,"Snow, Rain, Partially cloudy",15615099999
2022-11-18,-0.6,-5.3,-2.8,-3.1,97.9,0.4,"rain,snow",100.8,72,232.6,,33.3,"Snow, Rain, Partially cloudy",15615099999
2022-11-19,-0.1,-2.3,-1.1,-1.2,98.6,0,,122.4,86.4,244.3,,96.7,Overcast,15615099999
2022-11-20,-0.3,-2.1,-1,-1.1,99.2,0.5,"rain,snow",122.4,86.4,220.4,,95,"Snow, Rain, Overcast",15615099999
2022-11-21,-3.1,-7.6,-4.6,-5,96.7,4,snow,122.4,72,209.9,,,Snow,15615099999
2022-11-22,-3.8,-11.9,-7.5,-8.1,95.7,3.8,snow,122.4,86.4,227.2,,45,"Snow, Partially cloudy",15615099999
2022-11-23,-3.8,-6.6,-5,-5.4,97.5,0.4,snow,122.4,86.4,200.1,,80,"Snow, Partially cloudy",15615099999
2022-11-24,-5.1,-9.9,-7.3,-7.9,95.5,0.6,snow,,36,310.1,,30,"Snow, Partially cloudy",15615099999
2022-11-25,-10.6,-11.8,-11.2,-12.2,92.4,0.4,snow,,50.4,328.8,,,Snow,15615099999
2022-11-26,-10.9,-11.4,-11.2,-13.5,83.6,0,,,50.4,5.3,,37.1,Partially cloudy,15615099999
2022-11-27,-9.1,-12.6,-10.5,-19.4,52.7,0.4,snow,,21.6,45.6,,75,"Snow, Partially cloudy",15615099999
2022-11-28,-9.6,-12.8,-11.2,-11.2,97.9,0.6,snow,,36,119.8,,80,"Snow, Partially cloudy",15615099999
2022-11-29,-6.6,-9.4,-7.6,-7.7,99.2,0.9,snow,,36,50.1,,,Snow,15615099999
2022-11-30,-4.9,-6.6,-5.7,-5.9,98.3,3,snow,,36,53.4,,,Snow,15615099999
2022-12-01,-4.6,-5.1,-5,-5.2,98,25,snow,,50.4,46.2,,,Snow,15615099999
2022-12-02,-2.6,-6.1,-5,-5.4,97.3,0,,,7.2,223.2,,42,Partially cloudy,15615099999
2022-12-03,-4.6,-7.1,-6.2,-6.9,95.5,0,,,21.6,180,,72.5,Partially cloudy,15615099999
2022-12-04,-2.4,-6.8,-4.4,-6,89.2,0,,,28.8,193.7,,70,Partially cloudy,15615099999
